Company,Interview Questions,Date,Candidate,Offer?,Experience,Difficulty of Interview,How the candidate applied,Process,Who found review helpful
Microsoft,Question about overfitting and underfitting.,"Jul 2, 2021",Anonymous Interview Candidate,Declined Offer,Negative Experience,Difficult Interview,I interviewed at Microsoft,The interview process was very haphazard. Took about 6 months with HR disappearing for 3 months in between. 5 rounds with 1 round for HR. Mainly asked about machine learning questions and data science questions. p,"2 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,Explain the key difference between multi-dimensional and tabular models? Which model is supported by Azure analysis services?,"Feb 12, 2021","Anonymous Interview Candidate in Los Angeles, CA",No Offer,Neutral Experience,Difficult Interview,"I applied online. I interviewed at Microsoft (Los Angeles, CA)","Initial email request , scheduled 1hr video interview using MS team with a hiring manager, in a week. Starts with manager's introduction, then my intro info. Explanation of the process, coding using codility.com and rdrr.io online platforms.","44 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,Questions mainly on project work and domain knowledge,"Apr 27, 2021",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Microsoft,4 rounds of interviews were scheduled. First was a technical round followed by managerial/behavioral followed by technical again. All of the interviewers were friendly. The 4th round was canceled for some reason. Then I got a call from the hiring team that I have been rejected. I asked for a feedback because I thought all the interviews went well but didn't receive any.,"1 person found this interview helpful
 Helpful
 Share
 Report"
Microsoft,"Questions around trees - bagging, boosting","Mar 29, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 4 weeks. I interviewed at Microsoft,"The interviews were based around core concepts. There were four rounds. First two technical, third with hiring manager and last with Practice Lead. The interviewers were very calm and interacts were a great learning experience","7 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,"Basic probability and statistics, some programming.","Mar 21, 2021",Anonymous Interview Candidate,Declined Offer,Positive Experience,Easy Interview,I interviewed at Microsoft,Phone interview followed by onsite interview. Recruiter was super nice and the onsite interviewers as well. Had fun socializing with other candidates and getting to know the company better. Overall a great experience.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Microsoft,What is an attention model?,"Feb 22, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I interviewed at Microsoft,"1st round is a 30 minutes interview with a Data Scientist at Microsoft. (Background check and technical question)
 The final round consists of 4 interviews and each is about 45 minutes. It covers topic like coding questions, case studies, and stats,","5 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,"python coding focused on search and text manipualtion
 
 SQL","Mar 28, 2021","Anonymous Interview Candidate in Vancouver, BC",No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. I interviewed at Microsoft (Vancouver, BC) in Feb 2021","I was contacted by Microsoft recruiting team , started with phone screening, followed with 4 round of technical coding mixed with behavioural questions. overally not bad, however, I realized that interviewers somehow were not professional, mostly jut trying to pass the time, like they already had made their decision","3 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,"Given pairs of characters, judge if all the characters could be split into two sets that the graph is a barpartite","Jan 24, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Easy Interview,I interviewed at Microsoft,"I was an intern there. One of my boss gave the interview. He asked about my experience and then let me code in another platform. He muted himself while I was coding. I described my thoughts at first, which is a bfs and barpartite problem. He confirmed and I designed the api and start coding. While finished he reviewed my code and gave positive feedback.","1 person found this interview helpful
 Helpful
 Share
 Report"
Microsoft,What was your prior experience on data science?,"Jan 23, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I interviewed at Microsoft,"Very professional, friendly and welcoming . The schedule was very clearly communicated beforehand. So no surprises. Interviewers are friendly and truly passionate about their work. The questions are moderately difficult.","1 person found this interview helpful
 Helpful
 Share
 Report"
Microsoft,When do you choose to use neural network versus SVM?,"Oct 8, 2021",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at Microsoft in Jan 2021,Interview for an internship position. The interview lasts for 1 hour. The interviewer presents a dataset in .csv format and ask about feature engineering and model selection process. Which feature to select? How to build the feature? What time interval to use?,"2 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,"Q. Given a user calling another user on a video call platform, how would you account for the cases where user 1 missed call 2 and vice versa.","Mar 9, 2023",Anonymous Employee,Accepted Offer,Positive Experience,Difficult Interview,The process took 2 weeks. I interviewed at Microsoft in Jan 2021,"4 rounds on same day. 1,2,3 pure technical on the data science related questions like based on case studies, previous projects and some based on SQL. 4 Hiring manager round with few technical questions and role related discussion.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Microsoft,Question examples: how do you deal with conflicts from your manager?,"Nov 4, 2022",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Microsoft in Jan 2021,Two rounds. Lots of behavioural questions and past experience. Two by teammates three by management. Easy to pass if you are a cultural fit. Question examples: how do you deal with conflicts from your manager?,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Microsoft,How to compose the pipeline of obtaining data of VM,"Mar 14, 2022",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 6 months. I interviewed at Microsoft in Jan 2021,"Two rounds. Talked about VM information and research. Also asked me some things about energy and VM's connection. After two rounds, I got the intern offer. It is research-ori intern and maybe not a general process.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Microsoft,Describe your experiences and interest in data science,"Dec 13, 2020",Anonymous Interview Candidate,No Offer,Neutral Experience,Easy Interview,I applied through college or university. I interviewed at Microsoft,"Describe your experiences and interest in data science . 
 
 There is not much to say apart from this. For the first round do your due diligence on ML algorithms and where your interest lie","Be the first to find this interview helpful
 Helpful
 Share
 Report"
